Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, class
1,192.168.50.8-54.210.144.213-59147-443-6,192.168.50.8,59147,54.210.144.213,443,6,51:43.3,10752566,BENIGN
3191,172.16.0.5-192.168.50.1-634-9494-17,172.16.0.5,634,192.168.50.1,9494,17,51:43.4,42517,DrDoS_DNS
1704,172.16.0.5-192.168.50.1-634-22410-17,172.16.0.5,634,192.168.50.1,22410,17,51:43.4,45812,DrDoS_DNS
1905,172.16.0.5-192.168.50.1-634-58115-17,172.16.0.5,634,192.168.50.1,58115,17,51:43.4,36434,DrDoS_DNS
128,192.168.50.8-72.21.91.29-59104-80-6,192.168.50.8,59104,72.21.91.29,80,6,51:43.4,116700629,BENIGN
28,192.168.50.8-52.203.113.92-59160-443-6,192.168.50.8,59160,52.203.113.92,443,6,51:43.4,40071270,BENIGN
2717,172.16.0.5-192.168.50.1-634-10237-17,172.16.0.5,634,192.168.50.1,10237,17,51:43.4,35221,DrDoS_DNS
92,192.168.50.8-208.185.50.75-59166-443-6,192.168.50.8,59166,208.185.50.75,443,6,51:43.5,95301325,BENIGN
27,192.168.50.8-52.203.113.92-59165-443-6,192.168.50.8,59165,52.203.113.92,443,6,51:43.5,40022787,BENIGN
2434,172.16.0.5-192.168.50.1-634-14729-17,172.16.0.5,634,192.168.50.1,14729,17,51:43.5,92365,DrDoS_DNS
133,192.168.50.8-96.6.27.46-59153-443-6,192.168.50.8,59153,96.6.27.46,443,6,51:43.5,119743393,BENIGN
785,172.16.0.5-192.168.50.1-634-43489-17,172.16.0.5,634,192.168.50.1,43489,17,51:43.6,52721,DrDoS_DNS
1666,172.16.0.5-192.168.50.1-634-4625-17,172.16.0.5,634,192.168.50.1,4625,17,51:43.6,28116,DrDoS_DNS
203,172.217.0.226-192.168.50.8-443-59170-6,192.168.50.8,59170,172.217.0.226,443,6,51:43.6,100370681,BENIGN
1604,172.16.0.5-192.168.50.1-634-39546-17,172.16.0.5,634,192.168.50.1,39546,17,51:43.6,132963,DrDoS_DNS
890,172.16.0.5-192.168.50.1-634-13855-17,172.16.0.5,634,192.168.50.1,13855,17,51:43.6,52139,DrDoS_DNS
38,192.168.50.8-35.173.44.140-59167-443-6,192.168.50.8,59167,35.173.44.140,443,6,51:43.7,40376804,BENIGN
37,192.168.50.8-35.173.44.140-59168-443-6,192.168.50.8,59168,35.173.44.140,443,6,51:43.7,40376613,BENIGN
2491,172.16.0.5-192.168.50.1-634-33986-17,172.16.0.5,634,192.168.50.1,33986,17,51:43.7,41258,DrDoS_DNS
94,192.168.50.8-72.21.91.29-59105-80-6,192.168.50.8,59105,72.21.91.29,80,6,51:43.7,95067565,BENIGN
1600,172.16.0.5-192.168.50.1-634-6312-17,172.16.0.5,634,192.168.50.1,6312,17,51:43.7,39471,DrDoS_DNS
127,192.168.50.254-224.0.0.5-0-0-0,192.168.50.254,0,224.0.0.5,0,0,51:43.7,113714745,BENIGN
2875,172.16.0.5-192.168.50.1-634-63839-17,172.16.0.5,634,192.168.50.1,63839,17,51:43.7,38796,DrDoS_DNS
791,172.16.0.5-192.168.50.1-634-59708-17,172.16.0.5,634,192.168.50.1,59708,17,51:43.8,36705,DrDoS_DNS
2634,172.16.0.5-192.168.50.1-634-52866-17,172.16.0.5,634,192.168.50.1,52866,17,51:43.8,36930,DrDoS_DNS
2746,172.16.0.5-192.168.50.1-634-11288-17,172.16.0.5,634,192.168.50.1,11288,17,51:43.8,45304,DrDoS_DNS
2040,172.16.0.5-192.168.50.1-5050-634-17,192.168.50.1,634,172.16.0.5,5050,17,51:43.8,1,DrDoS_DNS
2761,172.16.0.5-192.168.50.1-634-16993-17,172.16.0.5,634,192.168.50.1,16993,17,51:43.8,53527,DrDoS_DNS
107,192.168.50.8-208.185.50.80-59169-443-6,192.168.50.8,59169,208.185.50.80,443,6,51:43.9,95909509,BENIGN
928,172.16.0.5-192.168.50.1-634-51124-17,172.16.0.5,634,192.168.50.1,51124,17,51:43.9,47202,DrDoS_DNS
1827,172.16.0.5-192.168.50.1-634-18662-17,172.16.0.5,634,192.168.50.1,18662,17,51:43.9,36890,DrDoS_DNS
862,172.16.0.5-192.168.50.1-634-54618-17,172.16.0.5,634,192.168.50.1,54618,17,51:44.0,44159,DrDoS_DNS
3071,172.16.0.5-192.168.50.1-634-51669-17,172.16.0.5,634,192.168.50.1,51669,17,51:44.0,83861,DrDoS_DNS
2066,172.16.0.5-192.168.50.1-634-62377-17,172.16.0.5,634,192.168.50.1,62377,17,51:44.1,39495,DrDoS_DNS
435,172.16.0.5-192.168.50.1-813-60806-17,172.16.0.5,813,192.168.50.1,60806,17,51:44.1,55931,DrDoS_DNS
2843,172.16.0.5-192.168.50.1-634-23256-17,172.16.0.5,634,192.168.50.1,23256,17,51:44.2,37133,DrDoS_DNS
215,172.16.0.5-192.168.50.1-634-24518-17,172.16.0.5,634,192.168.50.1,24518,17,51:44.2,38100,DrDoS_DNS
2709,172.16.0.5-192.168.50.1-634-7016-17,172.16.0.5,634,192.168.50.1,7016,17,51:44.3,71310,DrDoS_DNS
2940,172.16.0.5-192.168.50.1-634-35575-17,172.16.0.5,634,192.168.50.1,35575,17,51:44.4,59237,DrDoS_DNS
3195,172.16.0.5-192.168.50.1-634-10588-17,172.16.0.5,634,192.168.50.1,10588,17,51:44.4,52949,DrDoS_DNS
750,172.16.0.5-192.168.50.1-634-56837-17,172.16.0.5,634,192.168.50.1,56837,17,51:44.5,51876,DrDoS_DNS
360,172.16.0.5-192.168.50.1-634-13100-17,172.16.0.5,634,192.168.50.1,13100,17,51:44.5,56261,DrDoS_DNS
2929,172.16.0.5-192.168.50.1-634-49613-17,172.16.0.5,634,192.168.50.1,49613,17,51:44.6,83473,DrDoS_DNS
2385,172.16.0.5-192.168.50.1-634-41583-17,172.16.0.5,634,192.168.50.1,41583,17,51:44.6,29097,DrDoS_DNS
549,172.16.0.5-192.168.50.1-634-1180-17,172.16.0.5,634,192.168.50.1,1180,17,51:44.7,29268,DrDoS_DNS
1689,172.16.0.5-192.168.50.1-634-5000-17,172.16.0.5,634,192.168.50.1,5000,17,51:44.7,73419,DrDoS_DNS
1403,172.16.0.5-192.168.50.1-634-46519-17,172.16.0.5,634,192.168.50.1,46519,17,51:44.7,145808,DrDoS_DNS
2926,172.16.0.5-192.168.50.1-634-42038-17,172.16.0.5,634,192.168.50.1,42038,17,51:44.7,41694,DrDoS_DNS
2937,172.16.0.5-192.168.50.1-634-39719-17,172.16.0.5,634,192.168.50.1,39719,17,51:44.8,48185,DrDoS_DNS
1294,172.16.0.5-192.168.50.1-39719-634-17,192.168.50.1,634,172.16.0.5,39719,17,51:44.8,1,DrDoS_DNS
3116,172.16.0.5-192.168.50.1-634-12398-17,172.16.0.5,634,192.168.50.1,12398,17,51:44.8,81714,DrDoS_DNS
3078,172.16.0.5-192.168.50.1-634-58783-17,172.16.0.5,634,192.168.50.1,58783,17,51:44.8,29638,DrDoS_DNS
3103,172.16.0.5-192.168.50.1-634-36627-17,172.16.0.5,634,192.168.50.1,36627,17,51:44.9,29250,DrDoS_DNS
969,172.16.0.5-192.168.50.1-634-17745-17,172.16.0.5,634,192.168.50.1,17745,17,51:44.9,31445,DrDoS_DNS
1337,172.16.0.5-192.168.50.1-634-28657-17,172.16.0.5,634,192.168.50.1,28657,17,51:44.9,31519,DrDoS_DNS
1012,172.16.0.5-192.168.50.1-634-21383-17,172.16.0.5,634,192.168.50.1,21383,17,51:44.9,57404,DrDoS_DNS
2536,172.16.0.5-192.168.50.1-634-55075-17,172.16.0.5,634,192.168.50.1,55075,17,51:44.9,29509,DrDoS_DNS
1224,172.16.0.5-192.168.50.1-634-55044-17,172.16.0.5,634,192.168.50.1,55044,17,51:45.0,29292,DrDoS_DNS
2004,172.16.0.5-192.168.50.1-634-46910-17,172.16.0.5,634,192.168.50.1,46910,17,51:45.0,68695,DrDoS_DNS
1308,172.16.0.5-192.168.50.1-634-46252-17,172.16.0.5,634,192.168.50.1,46252,17,51:45.0,29356,DrDoS_DNS
1482,172.16.0.5-192.168.50.1-634-54223-17,172.16.0.5,634,192.168.50.1,54223,17,51:45.0,29286,DrDoS_DNS
3423,172.16.0.5-192.168.50.1-634-7478-17,172.16.0.5,634,192.168.50.1,7478,17,51:45.0,58582,DrDoS_DNS
2628,172.16.0.5-192.168.50.1-634-8488-17,172.16.0.5,634,192.168.50.1,8488,17,51:45.1,60544,DrDoS_DNS
1375,172.16.0.5-192.168.50.1-634-30734-17,172.16.0.5,634,192.168.50.1,30734,17,51:45.2,134768,DrDoS_DNS
570,172.16.0.5-192.168.50.1-634-54821-17,172.16.0.5,634,192.168.50.1,54821,17,51:45.3,52333,DrDoS_DNS
41,192.168.50.8-54.222.199.48-59143-443-6,192.168.50.8,59143,54.222.199.48,443,6,51:45.3,39337035,BENIGN
2610,172.16.0.5-192.168.50.1-634-21152-17,172.16.0.5,634,192.168.50.1,21152,17,51:45.3,61459,DrDoS_DNS
2220,172.16.0.5-192.168.50.1-634-22394-17,172.16.0.5,634,192.168.50.1,22394,17,51:45.4,50196,DrDoS_DNS
1883,172.16.0.5-192.168.50.1-634-28033-17,172.16.0.5,634,192.168.50.1,28033,17,51:45.5,41404,DrDoS_DNS
1266,172.16.0.5-192.168.50.1-48621-22-6,172.16.0.5,48621,192.168.50.1,22,6,51:45.5,386044,DrDoS_DNS
3419,172.16.0.5-192.168.50.1-634-15200-17,172.16.0.5,634,192.168.50.1,15200,17,51:45.5,55554,DrDoS_DNS
2794,172.16.0.5-192.168.50.1-634-2732-17,172.16.0.5,634,192.168.50.1,2732,17,51:45.6,56464,DrDoS_DNS
3286,172.16.0.5-192.168.50.1-634-65084-17,172.16.0.5,634,192.168.50.1,65084,17,51:45.6,44254,DrDoS_DNS
1188,172.16.0.5-192.168.50.1-634-50953-17,172.16.0.5,634,192.168.50.1,50953,17,51:45.7,45493,DrDoS_DNS
1934,172.16.0.5-192.168.50.1-634-57959-17,172.16.0.5,634,192.168.50.1,57959,17,51:45.7,95367,DrDoS_DNS
889,172.16.0.5-192.168.50.1-634-37422-17,172.16.0.5,634,192.168.50.1,37422,17,51:45.8,71774,DrDoS_DNS
3029,172.16.0.5-192.168.50.1-37422-634-17,192.168.50.1,634,172.16.0.5,37422,17,51:45.8,2,DrDoS_DNS
755,172.16.0.5-192.168.50.1-634-4427-17,172.16.0.5,634,192.168.50.1,4427,17,51:45.9,80953,DrDoS_DNS
1240,172.16.0.5-192.168.50.1-634-41256-17,172.16.0.5,634,192.168.50.1,41256,17,51:46.0,51308,DrDoS_DNS
1795,172.16.0.5-192.168.50.1-634-4876-17,172.16.0.5,634,192.168.50.1,4876,17,51:46.0,46551,DrDoS_DNS
3382,172.16.0.5-192.168.50.1-634-27673-17,172.16.0.5,634,192.168.50.1,27673,17,51:46.1,41264,DrDoS_DNS
2838,172.16.0.5-192.168.50.1-634-25219-17,172.16.0.5,634,192.168.50.1,25219,17,51:46.1,89442,DrDoS_DNS
2944,172.16.0.5-192.168.50.1-634-38319-17,172.16.0.5,634,192.168.50.1,38319,17,51:46.2,43213,DrDoS_DNS
1322,172.16.0.5-192.168.50.1-634-20323-17,172.16.0.5,634,192.168.50.1,20323,17,51:46.3,40134,DrDoS_DNS
2074,172.16.0.5-192.168.50.1-634-8106-17,172.16.0.5,634,192.168.50.1,8106,17,51:46.3,84915,DrDoS_DNS
494,172.16.0.5-192.168.50.1-634-41242-17,172.16.0.5,634,192.168.50.1,41242,17,51:46.4,60117,DrDoS_DNS
3297,172.16.0.5-192.168.50.1-634-22604-17,172.16.0.5,634,192.168.50.1,22604,17,51:46.4,51469,DrDoS_DNS
2899,172.16.0.5-192.168.50.1-634-51664-17,172.16.0.5,634,192.168.50.1,51664,17,51:46.5,92457,DrDoS_DNS
1967,172.16.0.5-192.168.50.1-634-26399-17,172.16.0.5,634,192.168.50.1,26399,17,51:46.6,51689,DrDoS_DNS
2771,172.16.0.5-192.168.50.1-634-31728-17,172.16.0.5,634,192.168.50.1,31728,17,51:46.6,100506,DrDoS_DNS
3101,172.16.0.5-192.168.50.1-634-55057-17,172.16.0.5,634,192.168.50.1,55057,17,51:46.7,88180,DrDoS_DNS
595,172.16.0.5-192.168.50.1-55057-634-17,192.168.50.1,634,172.16.0.5,55057,17,51:46.8,2,DrDoS_DNS
1303,172.16.0.5-192.168.50.1-634-13626-17,172.16.0.5,634,192.168.50.1,13626,17,51:46.8,112865,DrDoS_DNS
1941,172.16.0.5-192.168.50.1-634-63617-17,172.16.0.5,634,192.168.50.1,63617,17,51:47.0,48306,DrDoS_DNS
1630,172.16.0.5-192.168.50.1-634-14086-17,172.16.0.5,634,192.168.50.1,14086,17,51:47.0,84119,DrDoS_DNS
3160,172.16.0.5-192.168.50.1-634-37883-17,172.16.0.5,634,192.168.50.1,37883,17,51:47.1,86123,DrDoS_DNS
3062,172.16.0.5-192.168.50.1-634-7839-17,172.16.0.5,634,192.168.50.1,7839,17,51:47.2,37666,DrDoS_DNS
3235,172.16.0.5-192.168.50.1-634-31497-17,172.16.0.5,634,192.168.50.1,31497,17,51:47.4,37702,DrDoS_DNS
537,172.16.0.5-192.168.50.1-634-23929-17,172.16.0.5,634,192.168.50.1,23929,17,51:47.5,35275,DrDoS_DNS
1550,172.16.0.5-192.168.50.1-634-54170-17,172.16.0.5,634,192.168.50.1,54170,17,51:47.5,68014,DrDoS_DNS
339,172.16.0.5-192.168.50.1-634-49745-17,172.16.0.5,634,192.168.50.1,49745,17,51:47.6,47289,DrDoS_DNS
1626,172.16.0.5-192.168.50.1-634-8020-17,172.16.0.5,634,192.168.50.1,8020,17,51:47.6,82471,DrDoS_DNS
2099,172.16.0.5-192.168.50.1-634-64832-17,172.16.0.5,634,192.168.50.1,64832,17,51:47.7,124257,DrDoS_DNS
1589,172.16.0.5-192.168.50.1-634-288-17,172.16.0.5,634,192.168.50.1,288,17,51:47.8,44516,DrDoS_DNS
